invoice_id,order_id,vendor_id,actual_billed_amount,actual_days,adverse_weather_days,cost_mismatch,true_delay_days,commercial_delay_days,vendor_padding_ratio,vendor_historical_risk_score,requires_manual_review
INV000001,ORD023632,VEN005,24523.06,1.18,0,7266.470000000001,0.12399999999999989,-0.020000000000000018,1.1363636363636362,0.06,0
INV000035,ORD058468,VEN002,56870.38,3.46,0,2650.3099999999977,0.8940000000000001,0.2599999999999998,1.2470771628994546,0.06,0
INV000036,ORD053756,VEN025,32461.03,1.24,0,2425.7199999999975,0.05800000000000005,0.040000000000000036,1.015228426395939,0.06,0
INV000037,ORD024177,VEN001,41675.87,2.29,0,3104.8199999999997,0.34099999999999997,-0.009999999999999787,1.1800923550538736,0.06,0
INV000038,ORD024121,VEN005,11399.63,0.73,0,163.29999999999927,0.133,0.13,1.0050251256281406,0.04,0
INV000039,ORD017737,VEN017,81930.88,5.06,0,19775.15,2.0039999999999996,1.2599999999999998,1.243455497382199,0.06,1
INV000040,ORD015894,VEN005,23282.94,1.4,0,72.30999999999767,0.0029999999999998916,-0.10000000000000009,1.0737294201861132,0.03,0
INV000041,ORD055143,VEN005,16954.83,1.75,0,1809.9500000000025,0.846,0.75,1.1061946902654867,0.024,0
INV000042,ORD002303,VEN015,37886.17,1.7,0,8854.199999999997,0.24299999999999988,0.0,1.1667810569663692,0.06,0
INV000043,ORD040417,VEN013,44231.97,1.99,0,449.75,0.09200000000000008,-0.30999999999999983,1.2118018967334034,0.06,0
INV000045,ORD036911,VEN003,39546.44,2.12,0,3910.790000000001,0.39600000000000013,0.1200000000000001,1.160092807424594,0.06,0
INV000046,ORD026847,VEN015,45120.78,2.19,1,3068.720000000001,0.367,0.29000000000000004,1.0422380691168402,0.04,0
INV000047,ORD027703,VEN019,68837.32,2.83,0,7103.030000000006,-0.004999999999999893,-0.6699999999999999,1.2345679012345678,0.06,0
INV000048,ORD036966,VEN011,27920.11,2.16,0,1783.4000000000015,0.39700000000000024,0.06000000000000005,1.191151446398185,0.06,0
INV000034,ORD058345,VEN019,32409.86,1.93,0,3011.1800000000003,0.359,-0.07000000000000006,1.2730744748567793,0.04,0
INV000049,ORD037310,VEN002,26010.19,1.84,0,1409.7799999999988,0.2350000000000001,-0.05999999999999983,1.1838006230529594,0.04,0
INV000051,ORD010322,VEN003,28211.8,2.24,0,-381.72999999999956,0.14700000000000024,-0.3599999999999999,1.2422360248447206,0.04,0
INV000052,ORD028694,VEN005,31819.37,2.76,0,1362.6699999999983,0.46899999999999986,0.05999999999999961,1.178524661719773,0.02,0
INV000053,ORD054660,VEN005,32671.81,1.53,0,-1618.7999999999993,-0.004999999999999893,-0.07000000000000006,1.0423452768729642,0.017142857142857144,0
INV000054,ORD019239,VEN022,71984.26,3.87,0,8698.559999999998,0.3959999999999999,-0.4299999999999997,1.2377662636729994,0.06,0
INV000055,ORD033969,VEN002,30074.57,1.74,0,1815.9500000000007,0.31200000000000006,0.1399999999999999,1.1204481792717087,0.03,0
INV000056,ORD028855,VEN001,17759.14,1.35,0,-792.1700000000019,0.41500000000000004,0.15000000000000013,1.283422459893048,0.04,0
INV000057,ORD014800,VEN019,22265.64,1.27,0,414.3299999999981,0.20100000000000007,-0.1299999999999999,1.3096351730589335,0.03,0
INV000058,ORD002755,VEN001,40377.38,4.72,0,9464.039999999997,2.634,2.2199999999999998,1.1984659635666348,0.03,1
INV000059,ORD059912,VEN002,9709.58,0.54,0,2162.6899999999996,0.052000000000000046,-0.05999999999999994,1.2295081967213115,0.024,0
INV000060,ORD028908,VEN012,36661.0,1.88,0,-1611.6900000000023,0.345,0.07999999999999985,1.1726384364820848,0.06,0
INV000061,ORD000458,VEN015,19147.23,1.17,0,3499.92,0.33799999999999997,0.16999999999999993,1.2019230769230769,0.03,0
INV000062,ORD056618,VEN012,34460.49,2.33,0,-1059.6700000000055,0.5720000000000001,0.22999999999999998,1.1945392491467577,0.04,0
INV000063,ORD041360,VEN005,71605.55,4.49,0,-921.6499999999942,1.1090000000000004,0.6900000000000004,1.1239278320023662,0.015,0
INV000050,ORD055989,VEN005,54087.6,3.17,0,1495.6699999999983,0.20699999999999985,-0.22999999999999998,1.1474856564292946,0.013333333333333332,0
INV000033,ORD001343,VEN005,67494.77,3.61,0,5181.840000000004,0.13599999999999968,-0.18999999999999995,1.0938399539435808,0.012,0
INV000044,ORD002148,VEN005,22779.8,1.12,0,-63.159999999999854,0.06400000000000006,-0.07999999999999985,1.1363636363636362,0.010909090909090908,0
INV000031,ORD049957,VEN015,38700.26,1.92,0,550.3800000000047,0.0029999999999998916,-0.18000000000000016,1.0954616588419406,0.024,0
INV000002,ORD008740,VEN007,8987.08,0.57,0,86.19000000000051,0.11199999999999993,-0.030000000000000027,1.3100436681222707,0.06,0
INV000003,ORD026285,VEN016,43928.46,5.39,0,-752.9599999999991,1.8029999999999995,1.29,1.1430164482854752,0.06,0
INV000004,ORD017057,VEN002,33721.87,1.97,0,1502.7400000000016,0.3320000000000001,-0.030000000000000027,1.221001221001221,0.02,0
INV000032,ORD004529,VEN003,36897.27,1.98,0,1272.75,0.19199999999999995,-0.2200000000000002,1.2304250559284118,0.03,0
INV000006,ORD011807,VEN015,36193.01,1.58,0,3411.060000000005,0.11299999999999999,-0.020000000000000018,1.0906612133606,0.02,0
INV000007,ORD001092,VEN005,45750.68,2.32,0,595.1800000000003,0.0,-0.28000000000000025,1.120689655172414,0.01,0
INV000008,ORD057672,VEN005,29604.43,2.13,0,437.1899999999987,0.34099999999999997,0.1299999999999999,1.1179429849077698,0.00923076923076923,0
INV000009,ORD030755,VEN003,40408.07,2.1,0,-3529.75,0.20200000000000018,-0.10000000000000009,1.1591148577449948,0.024,0
INV000010,ORD030856,VEN003,43807.41,2.65,0,726.1700000000055,0.29800000000000004,-0.1499999999999999,1.1904761904761905,0.02,0
INV000011,ORD024648,VEN006,36797.49,1.59,0,6734.429999999997,0.40800000000000014,0.09000000000000008,1.2690355329949239,0.06,0
INV000012,ORD052100,VEN005,36029.13,3.12,0,-2084.959999999999,0.395,0.020000000000000018,1.1376146788990826,0.008571428571428572,0
INV000013,ORD043962,VEN012,19092.26,1.82,0,-913.9099999999999,0.41200000000000014,0.1200000000000001,1.2073863636363638,0.03,0
INV000014,ORD045468,VEN005,56285.89,2.84,0,544.75,-0.001000000000000334,-0.3600000000000003,1.1263639563533967,0.008,0
INV000015,ORD031244,VEN003,58225.01,2.82,0,1483.4400000000023,0.21399999999999997,-0.38000000000000034,1.2279355333844975,0.017142857142857144,0
INV000016,ORD045743,VEN002,46191.23,2.51,0,1114.7200000000012,0.36099999999999977,0.20999999999999996,1.070265239646347,0.017142857142857144,0
INV000005,ORD042319,VEN002,20468.37,1.67,0,-26.840000000000146,0.5089999999999999,0.27,1.205857019810508,0.015,0
INV000018,ORD045811,VEN005,65311.07,3.45,0,4102.120000000003,0.8840000000000003,0.6500000000000004,1.0911925175370225,0.0075,0
INV000017,ORD024933,VEN005,18496.21,1.29,0,-317.1800000000003,0.18100000000000005,0.09000000000000008,1.0820559062218214,0.007058823529411764,0
INV000030,ORD049863,VEN005,11547.19,2.55,0,6601.570000000001,2.331,2.25,1.36986301369863,0.006666666666666666,1
INV000028,ORD046067,VEN017,63551.1,3.64,0,3954.709999999999,0.052999999999999936,-0.6599999999999997,1.19877334820184,0.37333333333333335,0
INV000027,ORD048611,VEN006,47397.08,2.52,0,2127.4000000000015,0.21499999999999986,-0.48,1.3015184381778742,0.04,0
INV000026,ORD005489,VEN010,36017.01,1.9,0,-1480.2699999999968,0.11599999999999988,0.09999999999999987,1.0089686098654709,0.06,0
INV000025,ORD053400,VEN025,36816.54,1.64,0,-660.8899999999994,0.04699999999999993,-0.06000000000000005,1.0671688637790333,0.04,0
INV000029,ORD034690,VEN021,16958.66,0.87,0,747.619999999999,0.11299999999999999,0.06999999999999995,1.0568031704095113,0.06,0
INV000023,ORD000606,VEN008,17499.5,1.41,0,-583.9799999999996,0.43599999999999994,0.20999999999999996,1.2320328542094456,0.06,0
INV000022,ORD033075,VEN010,10078.04,0.57,0,1046.460000000001,0.13499999999999995,0.06999999999999995,1.1494252873563218,0.04,0
INV000021,ORD018544,VEN005,20123.22,1.09,0,407.22999999999956,0.039000000000000146,-0.010000000000000009,1.0466222645099907,0.05894736842105264,0
INV000020,ORD006160,VEN007,14474.2,0.92,0,-629.1799999999985,0.0030000000000000027,-0.18000000000000005,1.1995637949836424,0.04,0
INV000019,ORD025331,VEN025,4882.87,0.09,0,3871.22,0.033999999999999996,-0.010000000000000009,1.0,0.03,0
INV000024,ORD034464,VEN002,29096.04,1.69,0,1951.920000000002,0.19899999999999984,-0.010000000000000009,1.1401743796109993,0.013333333333333332,0
INV000100,ORD019083,VEN019,52133.88,3.18,0,1150.0599999999977,0.5740000000000003,-0.020000000000000018,1.2279355333844975,0.024,0
INV000099,ORD031003,VEN021,68998.26,2.85,0,7217.279999999992,0.278,0.050000000000000266,1.088646967340591,0.04,0
INV000098,ORD056838,VEN002,13498.89,1.3,0,-67.29000000000087,0.32600000000000007,0.19999999999999996,1.129363449691992,0.012,0
INV000097,ORD016108,VEN015,50170.81,5.15,0,2785.8600000000006,2.4280000000000004,2.1500000000000004,1.1021307861866274,0.017142857142857144,0
INV000095,ORD052171,VEN015,24051.41,1.03,0,1227.3199999999997,0.11299999999999999,0.030000000000000027,1.0905125408942202,0.015,0
INV000094,ORD050649,VEN005,12946.28,0.66,0,-383.34999999999854,0.10299999999999998,0.06000000000000005,1.0771992818671452,0.05600000000000001,0
INV000093,ORD012267,VEN003,45283.07,1.94,0,884.0999999999985,0.010999999999999899,-0.56,1.2960082944530844,0.015,0
INV000101,ORD004268,VEN005,27640.76,2.26,0,3204.949999999997,0.4089999999999998,0.1599999999999997,1.1345218800648298,0.05333333333333334,0
INV000092,ORD046002,VEN003,9586.0,0.75,0,1473.5299999999997,0.315,0.15000000000000002,1.379310344827586,0.013333333333333332,1
INV000096,ORD020237,VEN007,6173.04,0.41,0,208.60000000000036,0.11599999999999999,0.009999999999999953,1.360544217687075,0.03,0
INV000102,ORD013719,VEN003,43235.56,2.09,0,471.1100000000006,-0.0030000000000001137,-0.31000000000000005,1.1466794075489728,0.11200000000000002,0
INV000109,ORD056084,VEN005,13989.91,0.66,0,1078.9099999999999,-0.0010000000000000009,-0.039999999999999925,1.059001512859304,0.05090909090909091,0
